"num_points","time_taken_seconds"
10,0.0942139625549316
22,0.0758497714996338
46,0.0982081890106201
100,0.215757131576538
215,0.594321966171265
464,2.38178586959839
1000,11.589380979538
2154,56.6530528068542
4642,305.587080001831
10000,1535.01195001602
